Open,High,Low,Close,Volume
2766.51,2788.366,2721.854,2787.887,132601567
2796.903,2820.575,2789.996,2816.247,145267188
2812.279,2828.739,2787.449,2797.32,134114877
2793.968,2812.679,2722.217,2743.762,127694651
2743.031,2790.977,2727.739,2789.549,106225013
2762.741,2797.483,2753.694,2776.022,103383327
2771.521,2813.613,2744.218,2810.123,110783742
2812.989,2855.415,2810.853,2853.903,138842694
2861.177,2886.499,2847.358,2880.492,153023362
2900.572,2923.236,2884.131,2896.302,146972200
2853.491,2941.055,2841.902,2892.697,144465267
2889.046,2923.47,2880.285,2922.299,140574260
2926.62,2946.898,2909.09,2925.046,119613020
2930.502,2937.614,2910.345,2928.211,109560720
2930.313,2976.922,2918.39,2975.314,128543774
2990.118,2997.272,2953.364,2959.362,125813958
2950.169,3009.706,2947.69,3008.15,138250133
3015.077,3062.564,3015.077,3060.254,161960284
3035.814,3088.862,3029.546,3088.367,159467946
3091.478,3128.31,3090.099,3124.667,183237316
3118.268,3130.067,3077.476,3089.45,178775741
3057.46,3097.964,3011.214,3080.774,155489181
3073.518,3123.51,3064.209,3123.035,167287882
3124.789,3140.044,3099.987,3113.932,161162269
3098.956,3112.875,3076.302,3080.556,156610057
3088.58,3147.592,3088.58,3145.157,161688479
3156.625,3188.91,3156.625,3188.551,195911479
3209.775,3221.068,3175.957,3183.742,191230184
3181.063,3197.231,3158.566,3189.741,164690672
3203.888,3269.18,3192.904,3266.92,198870795
3275.667,3279.587,3207.501,3213.206,197565897
3207.987,3301.427,3207.257,3296.615,168213043
3301.103,3331.063,3289.224,3328.49,166397752
3343.756,3398.049,3306.911,3372.603,189738676
3377.716,3435.933,3376.286,3435.212,197623634
3434.32,3439.924,3392.428,3438.371,204245819
3419.991,3454.019,3174.214,3266.432,275801197
3281.203,3336.64,3215.753,3321.56,198010213
3354.679,3414.145,3333.718,3412.062,193714375
3429.693,3465.173,3398.448,3462.59,200813706
3477.112,3478.01,3404.818,3471.442,211490154
3467.047,3468.097,3385.424,3428.501,202502543
3401.479,3419.744,3309.606,3356.33,174827374
3352.659,3374.461,3244.101,3260.69,153160007
3287.759,3307.885,3201.06,3249.76,126683738
3261.406,3273.021,3222.707,3264.726,103752297
3255.985,3255.986,3104.565,3112.719,134447463
3112.573,3150.365,3060.119,3140.56,116934226
3138.146,3146.005,3039.305,3046.972,125815592
2994.866,3020.264,2867.394,2870.63,125058959
2845.335,2920.639,2827.113,2910.884,106251526
2916.095,2929.063,2761.395,2785.584,114469464
2798.37,2914.64,2798.37,2911.582,110039086
2905.053,2969.521,2883.273,2960.771,126790301
2982.192,3004.904,2944.923,2993.429,122875721
2980.1,2980.1,2823.637,2915.803,145236180
2889.735,2995.803,2872.264,2967.595,130425354
2947.827,2988.028,2909.893,2946.395,136745904
2938.423,2949.432,2843.109,2860.688,123048500
2817.629,2817.629,2662.997,2667.745,118246250
2649.168,2727.077,2639.759,2683.724,98042585
2681.33,2729.706,2669.217,2714.974,83934714
2722.305,2854.161,2715.619,2845.024,129890251
2841.171,2875.983,2827.576,2861.609,128889936
2877.622,2919.35,2860,2881.116,131182812
2865.695,2931.23,2831.852,2930.475,127929384
2944.174,2962.287,2900.111,2946.259,130754494
2934.958,2958.954,2911.212,2924.883,105894857
2917.193,2999.328,2915.904,2989.792,123246666
2990.933,3033.083,2984.835,3026.741,143711225
3029.097,3050.426,2999.433,3033.728,144467755
3027.506,3028.564,2960.591,2999.71,147415778
3015.586,3064.234,3015.586,3060.26,160740391
